"service_id","date","exception_type"
"247E0C8F","20250820","1"
"247E0C8F","20250821","1"
"247E0C8F","20250822","1"
"247E0C8F","20250825","1"
"247E0C8F","20250826","1"
"247E0C8F","20250827","1"
"247E0C8F","20250828","1"
"247E0C8F","20250829","1"
"D0EDE241","20250530","1"
"D0EDE241","20250602","1"
"D0EDE241","20250603","1"
"D0EDE241","20250604","1"
"D0EDE241","20250605","1"
"D0EDE241","20250606","1"
"D0EDE241","20250610","1"
"D0EDE241","20250611","1"
"D0EDE241","20250612","1"
"D0EDE241","20250613","1"
"D0EDE241","20250617","1"
"D0EDE241","20250618","1"
"D0EDE241","20250619","1"
"D0EDE241","20250620","1"
"2A22D2E9","20250530","1"
"2A22D2E9","20250602","1"
"2A22D2E9","20250603","1"
"2A22D2E9","20250604","1"
"2A22D2E9","20250605","1"
"2A22D2E9","20250606","1"
"2A22D2E9","20250609","1"
"2A22D2E9","20250610","1"
"2A22D2E9","20250611","1"
"2A22D2E9","20250613","1"
"2A22D2E9","20250616","1"
"2A22D2E9","20250617","1"
"2A22D2E9","20250618","1"
"2A22D2E9","20250619","1"
"2A22D2E9","20250620","1"
"2A22D2E9","20250623","1"
"2A22D2E9","20250624","1"
"2A22D2E9","20250625","1"
"2A22D2E9","20250626","1"
"2A22D2E9","20250627","1"
"2A22D2E9","20250630","1"
"2A22D2E9","20250701","1"
"2A22D2E9","20250702","1"
"2A22D2E9","20250703","1"
"2A22D2E9","20250707","1"
"2A22D2E9","20250708","1"
"2A22D2E9","20250709","1"
"2A22D2E9","20250710","1"
"2A22D2E9","20250711","1"
"2A22D2E9","20250714","1"
"2A22D2E9","20250715","1"
"2A22D2E9","20250716","1"
"2A22D2E9","20250717","1"
"2A22D2E9","20250718","1"
"2A22D2E9","20250721","1"
"2A22D2E9","20250722","1"
"2A22D2E9","20250724","1"
"2A22D2E9","20250725","1"
"2A22D2E9","20250728","1"
"2A22D2E9","20250729","1"
"2A22D2E9","20250730","1"
"2A22D2E9","20250731","1"
"2A22D2E9","20250801","1"
"2A22D2E9","20250804","1"
"2A22D2E9","20250805","1"
"2A22D2E9","20250807","1"
"2A22D2E9","20250808","1"
"2A22D2E9","20250811","1"
"2A22D2E9","20250812","1"
"2A22D2E9","20250813","1"
"2A22D2E9","20250814","1"
"2A22D2E9","20250815","1"
"2A22D2E9","20250818","1"
"2A22D2E9","20250819","1"
"2A22D2E9","20250820","1"
"2A22D2E9","20250821","1"
"2A22D2E9","20250822","1"
"2A22D2E9","20250825","1"
"2A22D2E9","20250826","1"
"2A22D2E9","20250827","1"
"2A22D2E9","20250828","1"
"2A22D2E9","20250829","1"
"7DF045D4","20250612","1"
"7DF045D4","20250723","1"
"7DF045D4","20250806","1"
"5ACCE67D","20250531","1"
"5ACCE67D","20250601","1"
"5ACCE67D","20250614","1"
"5ACCE67D","20250615","1"
"5ACCE67D","20250628","1"
"5ACCE67D","20250629","1"
"5ACCE67D","20250704","1"
"5ACCE67D","20250705","1"
"5ACCE67D","20250706","1"
"5ACCE67D","20250712","1"
"5ACCE67D","20250713","1"
"5ACCE67D","20250719","1"
"5ACCE67D","20250720","1"
"5ACCE67D","20250726","1"
"5ACCE67D","20250727","1"
"5ACCE67D","20250802","1"
"5ACCE67D","20250803","1"
"5ACCE67D","20250809","1"
